TranscriptID;section;description;order
120;Conservation;"Mammals - identified in mouse, rat, cow, dog and human (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/15797018"">Young (2005)</a>).

Present in two locations in rat, with one an apparent processed pseudogene.";4
120;Misc;"Nb: Mouse NRED accession is specific to one of two Tug1 isoforms.";5
120;Name;"TUG1: taurine up-regulated gene 1 (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/15797018"">Young (2005)</a>).";0
121;Characteristics;"Spliced and polyadenylated with 3 exons (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18501714"">Wang (2008)</a>). 

Multiple isoforms (1.4kb, 2.2kb and 2.7kb). The 2.2kb isoform contains an extended final exon compared to the 1.4kb isoform while the 2.7kb isoform has not been characterised (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16914571"">Wang (2006)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17416635"">Tsang (2007)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18501714"">Wang (2008)</a>).

Sequence is mainly repeat elements. Initiates in an LTR, exons sample pieces of a HERV-H element and longer 2.2kb isoform contains a second LTR at the 3' end (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16914571"">Wang (2006)</a>).";1
121;Expression;"Widely expressed in embryonic development (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18501714"">Wang (2008)</a>) and placenta (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16914571"">Wang (2006)</a>).

Low or no expression in normal adult tissue but highly upregulated in cell lines resistant to drug induced apoptotic cell death and bladder, colon and lung cancer (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16914571"">Wang (2006)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17416635"">Tsang (2007)</a>).

Identified as a biomarker for bladder cancer (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16914571"">Wang (2006)</a>).";2
121;Function;"Functions of 1.4kb and 2.2kb isoforms have been investigated, both appear to promote and enhance tumourigenesis (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17416635"">Tsang (2007)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18501714"">Wang (2008)</a>).

Over-expression of 1.4kb isoform enhanced tumorigenic behavior of bladder cancer cells in-vitro and in-vivo. Increased drug resistance and cell motility (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18501714"">Wang (2008)</a>).

Overexpression of 2.2kb isoform caused resistance to drug induced apoptosis, potentially by downregulation of caspase 3 levels (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17416635"">Tsang (2007)</a>).

2.2kb isoform promoted transformation in-vitro, possibly because resistance to apoptosis is an important step in tumourigenesis (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17416635"">Tsang (2007)</a>).
";3
121;Conservation;"Found in humans. May be present in other primates but not in more distantly related mammals (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18501714"">Wang (2008)</a>).
";4
121;Name;"Cancer up-regulated drug resistant (CUDR)
Urothelial cancer associated 1 (UCA1)";0
122;Characteristics;"Spliced, polyadenylated, ~17kb in mice, ~19kb in humans.

Contains repeated sequence motifs A-F that are critical for its function.

Xist is located on the X chromosome in the X-inactivation center (Xic), an approximately 100-kb region in the mouse containing (as of June 2012) five other lncRNAs, many of which play crucial roles in X-chromosome inactivation (XCI). 

Xist expression initiates the process of XCI in mammals.";1
122;Expression;"Xist is expressed in all somatic cells in female eutherian mammals, monoallelically from the inactive X-chromosome (Xi) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/1985261"">Brown (1991)</a>). Xist is not expressed in males

Xist is a nuclear RNA that coats the Xi (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/1423611"">Brown (1992)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8636206"">Clemson (1996)</a>). 

In the mouse, Xist expression is imprinted at specific times and places in development: Xist is transcribed exclusively from the paternally-inherited X (and thus the paternal X is always the Xi) only in the early pre-implantation blastocyst, and later in development only in extra-embryonic tissues such as the placenta.

Imprinted XCI in humans has not been demonstrated and may not exist (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20532033"">Moreira de Mello (2010)</a>).

In somatic tissues in mouse and human, XCI is random, not imprinted: either the paternal or maternal X can express Xist and become the Xi. This decision is made in each cell of the epiblast in the mouse, and the same X is inactivated in subsequent generations of daughter cells. Thus expression of Xist (and of nearly all X-linked genes) is mosaic, in the sense that each of the two alleles is active in different populations of cells.

Stage specific expression in different regions of developing mouse retina, with Tsix displaying a similar but weaker profile (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/15226823"">Blackshaw (2004)</a>).

In female undifferentiated mouse ES (embryonic stem) and iPS (induced pluripotent stem) cells, Xist is not expressed and both X chromosomes are active. Differentiation of mouse ES cells results in the onset of Xist expression and XCI, and thus these cells are an important model system for the study of XCI.

In contrast, Xist expression and XCI are variable in female undifferentiated human ES cells (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18339804"">Shen (2008)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18339803"">Silva (2008)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18340642"">Hall (2008)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20471072"">Lengner (2010)</a>) and iPS cells (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21276761"">Bruck (2011)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19898493"">Hanna (2009)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21074045"">Marchetto (2010)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20727844"">Tchieu (2010)</a>), which may reflect variability in the broader epigenetic states and developmental potential of these cells.";2
122;Function;"Xist is the master regulator of mammalian XCI, the mechanism of dosage compensation that balances X-linked gene expression between males and females.

Xist function is required to initiate XCI (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/8538762"">Penny (1996)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9009199"">Marahrens (1997)</a>). Ectopic Xist expression from an autosomal transgene causes long-range gene repression in cis (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/10882105"">Wutz (2000)</a>).

Xist and RepA (see associated components below) RNAs bind to and recruit PRC2, which catalyzes the deposition of the repressive chromatin mark H3K27me3 on the Xi (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18974356"">Zhao (2008)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21123648"">Kaneko (2010)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20542000"">Kanhere (2010)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21172659"">Zhao (2010)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22659877"">Guil (2012)</a>).

Small RNAs formed from Xist/Tsix duplexes may play a role in regulating Xist expression and XCI (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18535243"">Ogawa (2008)</a>). However, loss of Dicer has only a modest effect on Xist expression (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19164542"">Kanellopoulou (2009)</a>), contrary to what would be expected if RNAi is a major regulator of XCI.

hnRNP U (also known as SP120 or SAF-A) binds Xist through its RGG domain while the SAF domain is also required for localisation to the Xi. hnRNP U is required for both Xist localisation to the Xi and the initation of X-inactivation (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20833368"">Hasegawa (2010)</a>.

Xist Repeat C sequences are required for Xist localization to the Xi (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/11481485"">Beletskii (2001)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21135235"">Sarma (2010)</a>).

YY1 can interact with several DNA binding sites within exon 1 of Xist, and also to the repeat C (and perhaps repeat B) RNA sequences of the Xist transcript. Thus YY1 tethers Xist RNAs to the Xi and nucleates the Xist cloud that coats the Xi (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21729784"">Jeon (2011)</a>).

Xist forms a transcriptionally silenced sub-nuclear domain (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16912274"">Chaumeil (2006)</a>) and perinucleolar localisation of the silent Xist coated chromosome has been observed (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17512404"">Zhang (2007)</a>). The A region repeats are essential for the recruitment of late inactivated X genes to the silencing compartment and for the recruitment of the silencing complex PRC2 (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20052282"">Maenner (2010)</a>).

After the initiation of XCI, Xist function is not absolutely required to maintain XCI in fibroblasts (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/10431231"">Csankovszki (1999)</a>). Nor is continued Xist expression required to maintain XCI-like repression around an autosomal Xist transgene in male, differentiated ES cells (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/10882105"">Wutz (2000)</a>). However, lack of Xist function in differentiated cells can lead to partial reactivation of select X-linked genes (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/11352938"">Csankovszki (2001)</a>).";3
122;Conservation;"Xist is present in all eutherian (placental) mammals examined to date, but it is not present in marsupials or monotremes (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16778056"">Duret (2006)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17333538"">Davidow (2007)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17333539"">Hore (2007)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17333537"">Shevchenko (2007)</a>). An unrelated ncRNA in marsupials, Rsx, is likely to play a role similar to that of Xist in XCI (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/22722828"">Grant (2012)</a>).

The most conserved Xist RNA region, the A region, contains eight or nine repeats separated by U-rich spacers.";4
122;Acknowledgement;"Thanks to <a href=""http://molbio.mgh.harvard.edu/labs-user.php?userid=183"">Derek Lessing</a> and other members of the <a href=""http://molbio.mgh.harvard.edu/leeweb/index.htm"">Lee lab</a> for writing the majority of this entry.";5
122;Name;"Xist: X inactive-specific transcript";0
123;Characteristics;"83-112 nt. Four human Y RNAs (hY1, 112nt; hY3, 101nt; hY4, 93nt; and hY5, 83nt) encoded in single copy genes, which are present in a cluster in human chromosome 7 (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/7520568"">Maraia (1994)</a>). Pyrimidine-rich, transcribed by RNA polymerase III, and contain a 5-triphosphate and a retained 3' poly(U) tail (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/6180298"">Hendrick (1981)</a>).

Y RNAs form characteristic stem-loop structures, with a highly conserved double-stranded stem formed by partially complementary 5' and 3' terminal domains, linked by a loop domain containing secondary stem-loops (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/10606662"">Teunissen (2000)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7688474"">O'Brien (1993)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8041611"">van Gelder (1994)</a>). Parts of the RNA structure appear to be flexible, able to adopt different conformations. Y RNAs contain an essential characteristic bulged C in the middle portion of the stem  (in position 8 or 9), as well as the characteristic pyrimidine-rich region that is single-stranded in the secondary structures (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/10606662"">Teunissen (2000)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9671049"">Green (1998)</a>).";1
123;Expression;"All four Y RNAs are primarily cytoplasmic, they are also detected in perinucleolar compartments, discrete structures near the nucleolar rim (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/7539809"">Matera (1995)</a>).

Y RNAs are expressed in similar levels in all human tissues and cell lines investigated, with all Y RNAs showing a positively correlated expression across different tissue types (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18283318"">Christov (2008)</a>)(<a href=""http://www.ncbi.nlm.nih.gov/pubmed/7505620"">Pruijn (1993)</a>). Y RNAs are up-regulated in a number of human solid tumours compared to corresponding nonmalignant tissues. In particular, hY1 and hY3 RNAs are over-expressed in carcinomas and adenocarcinomas of the bladder, cervix, colon, kidney, lung and prostate (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18283318"">Christov (2008)</a>).";2
123;Function;"The different Y RNAs may have multiple roles.

Y RNAs were identified as the RNA component of the 'small cytoplasmic' (sc) Ro autoantigen (soluble  ribonucleoproteins (RNP) detected in sera of systemic lupus erythematosis patients), binding the autoantigen La and Ro proteins (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/6164096"">Lerner (1981)</a>).

Y RNAs have been shown to be required for semiconservative chromosomal DNA replication in vitro, in a mammalian cell-free experimental system. hY1, hY3, hY4 and hY5 RNAs are functionally redundant (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16943439"">Christov (2006)</a>), and have been shown to act at the initiation step of DNA replication* (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19657016"">Krude (2009)</a>). (*See <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20012579"">Krude (2010)</a> for review).

Regulate cell DNA replication and cell proliferation, with knock-down of hY1 and hY3 RNA in human cells causing a cytostatic arrest of cell proliferation (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18283318"">Christov (2008)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19657016"">Krude (2009)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16943439"">Christov (2006)</a>).

Bind to Ro proteins through their terminal stem, which contains conserved binding sites for Ro60 and La proteins (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/9671049"">Green (1998)</a>). The central portion of the double-stranded stem is essential for reconstituting chromosomal DNA replication, while the central loop and the terminal stem are not (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19474146"">Gardiner (2009)</a>).

Different proteins may also bind Y RNAs or be present in human Ro RNPs, such as hnRNP K, PTB, RoBP1 and nucleolin (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/10668799"">Bouffard (2000)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10785401"">Fabini (2000)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12096904"">Fouraux (2002)</a>), indicating that Y RNAs may be involved in their regulation, such as in the control of alternative splicing. hY5 RNA uniquely binds to ribosomal protein L5 and its binding partner 5S RNA, with Ro-Y5 suggested to have a specialized role in 5S ribosomal RNA quality control (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18056422"">Hogg (2007)</a>). Ro60 protein had been previously shown to bind misfolded small RNAs and suggested to be involved in quality control of the RNAs (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/8752087"">Shi (1996)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15907467"">Stein (2005)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17041599"">Fuchs (2006)</a>). A role is also proposed in the regulation of the translation of ribosomal mRNA (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/9710533"">Pellizzoni (1998)</a>).";3
